dimCustomerMasterId,distance,seasonYear,events_prior,attended_prior,events_last,attended_last,tenure,atp_last,product_current,product_last,Label,Score
704,38.67,2022,1,0,1,0,0,32.0,None,Individual,None,1.0
704,38.67,2023,1,0,0,0,1,0.0,None,None,None,1.0
712,56.08,2022,1,0,1,0,0,38.0,None,Individual,None,1.0
712,56.08,2023,1,0,0,0,1,0.0,None,None,None,1.0
732,47.74,2023,1,0,1,0,0,172.0,None,Individual,None,1.0
742,29.35,2022,7,7,0,0,1,0.0,None,None,None,0.99
742,29.35,2023,7,7,0,0,2,0.0,None,None,None,1.0
760,3443.99,2023,1,0,1,0,0,33.0,None,Individual,None,1.0
764,27.58,2022,13,13,0,0,1,0.0,None,None,None,1.0
764,27.58,2023,13,13,0,0,2,0.0,None,None,None,1.0
794,2.83,2022,15,13,2,0,1,32.5,None,Individual,None,0.87
794,2.83,2023,15,13,0,0,2,0.0,None,None,None,1.0
798,49.08,2022,30,20,17,7,1,23.33,Full Season,Full Season,Full Season,0.83
798,49.08,2023,48,29,18,9,2,38.91,None,Full Season,None,1.0
806,46.25,2022,30,30,17,17,1,53.53,Individual,Full Season,Individual,0.93
806,46.25,2023,31,31,1,1,2,0.0,None,Individual,None,1.0
809,13.28,2022,30,21,17,8,1,35.9,Full Season,Full Season,Full Season,0.84
809,13.28,2023,41,25,11,4,2,48.65,None,Full Season,None,1.0
841,56.49,2022,17,11,17,11,0,66.26,Full Season,Full Season,Full Season,0.66
841,56.49,2023,35,26,18,15,1,65.81,None,Full Season,None,1.0
862,33.3,2023,17,7,17,7,0,68.74,None,Full Season,None,0.77
868,20.98,2022,17,6,17,6,0,26.77,Individual,Full Season,Individual,0.69
868,20.98,2023,18,6,1,0,1,0.0,None,Individual,None,1.0
870,56.49,2022,1,0,1,0,0,28.0,None,Individual,None,0.8137
870,56.49,2023,1,0,0,0,1,0.0,None,None,None,1.0
872,42.31,2022,1,0,1,0,0,45.0,None,Individual,None,1.0
872,42.31,2023,1,0,0,0,1,0.0,None,None,None,1.0
879,1286.65,2022,1,0,1,0,0,70.0,None,Individual,None,1.0
879,1286.65,2023,1,0,0,0,1,0.0,None,None,None,1.0
884,13.37,2022,30,23,17,10,1,27.22,Individual,Full Season,Individual,0.92
884,13.37,2023,31,23,1,0,2,0.0,None,Individual,None,1.0
889,17.91,2022,1,0,1,0,0,88.0,Individual,Individual,Individual,0.6925
889,17.91,2023,2,0,1,0,1,33.0,None,Individual,None,1.0
892,1719.76,2022,1,0,1,0,0,150.0,None,Individual,None,1.0
892,1719.76,2023,1,0,0,0,1,0.0,None,None,None,1.0
894,23.14,2022,4,0,4,0,0,26.2,None,Individual,None,0.93
894,23.14,2023,5,1,1,1,1,23.0,None,None,None,1.0
905,3.97,2023,1,0,1,0,0,42.0,None,Individual,None,0.995
906,63.09,2023,1,0,1,0,0,33.0,None,Individual,None,1.0
912,11.36,2022,13,13,0,0,1,0.0,None,None,None,1.0
912,11.36,2023,13,13,0,0,2,0.0,None,None,None,1.0
918,72.67,2022,13,13,0,0,1,0.0,None,None,None,1.0
918,72.67,2023,13,13,0,0,2,0.0,None,None,None,1.0
920,27.17,2022,30,17,17,4,1,23.33,Individual,Full Season,Individual,0.75
920,27.17,2023,33,17,3,0,2,14.0,None,Individual,None,1.0
921,59.73,2022,1,0,1,0,0,45.0,None,Individual,None,1.0
921,59.73,2023,1,0,0,0,1,0.0,None,None,None,1.0
922,160.35,2022,30,17,17,4,1,54.44,Individual,Full Season,Individual,0.81
922,160.35,2023,31,17,1,0,2,0.0,None,Individual,None,1.0
934,32.18,2022,30,27,17,14,1,28.82,Individual,Full Season,Individual,0.78
934,32.18,2023,31,28,1,1,2,0.0,None,Individual,None,1.0
942,1778.58,2023,1,0,1,0,0,33.0,None,Individual,None,1.0
953,58.29,2022,1,0,1,0,0,60.0,None,Individual,None,1.0
953,58.29,2023,1,0,0,0,1,0.0,None,None,None,1.0
954,26.81,2022,2,0,2,0,0,28.0,None,Individual,None,0.6968
954,26.81,2023,2,0,0,0,1,0.0,None,None,None,1.0
976,197.81,2023,1,0,1,0,0,37.0,None,Individual,None,1.0
986,5.68,2022,30,19,17,6,1,50.56,Individual,Full Season,Individual,0.84
986,5.68,2023,31,19,1,0,2,0.0,None,Individual,None,1.0
993,1698.07,2022,1,0,1,0,0,50.0,None,Individual,None,1.0
993,1698.07,2023,1,0,0,0,1,0.0,None,None,None,1.0
1001,29.59,2022,1,0,1,0,0,50.0,None,Individual,None,0.91
1001,29.59,2023,1,0,0,0,1,0.0,None,None,None,1.0
1010,11.04,2022,30,21,17,8,1,53.53,Individual,Full Season,Individual,0.67
1010,11.04,2023,31,21,1,0,2,0.0,None,Individual,None,1.0
1011,11.45,2022,1,1,1,1,0,28.0,None,Individual,None,0.92
1011,11.45,2023,1,1,0,0,1,0.0,None,None,None,0.8661
1016,1074.49,2023,1,0,1,0,0,44.0,None,Individual,None,1.0
1018,50.46,2022,17,7,17,7,0,53.53,Full Season,Full Season,Full Season,0.86
1018,50.46,2023,35,19,18,12,1,43.78,None,Full Season,None,1.0
1054,26.22,2022,13,13,0,0,1,0.0,None,None,None,1.0
1054,26.22,2023,13,13,0,0,2,0.0,None,None,None,1.0
1119,46.25,2022,1,0,1,0,0,34.0,None,Individual,None,1.0
1119,46.25,2023,1,0,0,0,1,0.0,None,None,None,1.0
1128,197.81,2023,1,1,1,1,0,60.0,None,Individual,None,1.0
1136,23.14,2022,30,19,17,6,1,30.0,None,Full Season,None,0.69
1136,23.14,2023,31,19,1,0,2,0.0,None,None,None,1.0
1145,29.38,2022,30,20,17,7,1,35.0,Individual,Full Season,Individual,0.85
1145,29.38,2023,31,20,1,0,2,0.0,None,Individual,None,1.0
1158,41.44,2023,1,1,1,1,0,714.29,None,None,None,1.0
1166,205.63,2022,1,0,1,0,0,35.0,None,Individual,None,0.9975
1166,205.63,2023,1,0,0,0,1,0.0,None,None,None,1.0
1176,30.3,2023,1,0,1,0,0,23.0,None,Individual,None,1.0
1179,1567.57,2022,1,0,1,0,0,30.0,None,Individual,None,1.0
1179,1567.57,2023,1,0,0,0,1,0.0,None,None,None,1.0
1201,81.02,2022,30,18,17,5,1,27.22,Full Season,Full Season,Full Season,0.81
1201,81.02,2023,48,24,18,6,2,29.18,None,Full Season,None,1.0
1204,197.81,2022,1,0,1,0,0,60.0,None,Half Season,None,0.9988
1204,197.81,2023,1,0,0,0,1,0.0,None,None,None,1.0
1212,13.37,2022,1,0,1,0,0,28.0,None,Individual,None,1.0
1212,13.37,2023,1,0,0,0,1,0.0,None,None,None,1.0
1220,25.94,2022,1,0,1,0,0,28.0,None,Individual,None,0.9039
1220,25.94,2023,1,0,0,0,1,0.0,None,None,None,1.0
1227,52.24,2022,1,1,1,1,0,75.0,None,Individual,None,0.99
1227,52.24,2023,1,1,0,0,1,0.0,None,None,None,1.0
1235,11.36,2023,1,0,1,0,0,23.0,None,Individual,None,1.0
1244,17.51,2022,30,18,17,5,1,28.27,Full Season,Full Season,Full Season,0.96
1244,17.51,2023,48,24,18,6,2,61.11,None,Full Season,None,1.0
1247,1.84,2022,17,8,17,8,0,47.38,Individual,Full Season,Individual,0.68
1247,1.84,2023,20,8,3,0,1,32.43,None,Individual,None,0.91
1255,1564.97,2022,1,0,1,0,0,40.0,None,Individual,None,1.0
1255,1564.97,2023,1,0,0,0,1,0.0,None,None,None,1.0
1292,46.51,2023,1,1,1,1,0,33.0,None,None,None,1.0
1297,17.0,2022,30,18,17,5,1,20.63,Individual,Full Season,Individual,0.63
1297,17.0,2023,31,18,1,0,2,0.0,None,Individual,None,1.0
1315,76.36,2022,13,13,0,0,1,0.0,None,None,None,1.0
1315,76.36,2023,13,13,0,0,2,0.0,None,None,None,1.0
1316,1.84,2022,1,0,1,0,0,35.0,None,Individual,None,1.0
1316,1.84,2023,1,0,0,0,1,0.0,None,None,None,1.0
1319,17.84,2022,1,0,1,0,0,75.0,None,Individual,None,1.0
1319,17.84,2023,1,0,0,0,1,0.0,None,None,None,1.0
1324,17.51,2022,17,13,17,13,0,48.58,Individual,Full Season,Individual,0.72
1324,17.51,2023,18,14,1,1,1,0.0,None,Individual,None,1.0
1327,46.25,2023,1,0,1,0,0,60.0,None,Individual,None,1.0
1340,3754.42,2022,1,0,1,0,0,28.0,None,Individual,None,1.0
1340,3754.42,2023,1,0,0,0,1,0.0,None,None,None,1.0
1351,48.37,2022,1,0,1,0,0,28.0,Individual,Half Season,Individual,0.76
1351,48.37,2023,2,0,1,0,1,23.0,None,Individual,None,1.0
1356,10.46,2022,13,13,0,0,1,0.0,None,None,None,1.0
1356,10.46,2023,13,13,0,0,2,0.0,None,None,None,1.0
1367,197.81,2022,1,0,1,0,0,0.0,None,None,None,0.9892
1367,197.81,2023,1,0,0,0,1,0.0,None,None,None,1.0
1376,48.37,2023,1,0,1,0,0,38.0,None,Individual,None,1.0
1398,16.19,2023,1,0,1,0,0,58.0,None,Individual,None,1.0
1403,51.7,2022,2,1,2,1,0,0.0,Individual,None,None,0.97
1403,51.7,2023,3,1,1,0,1,0.0,None,Individual,None,0.96
1431,74.68,2022,30,29,17,16,1,20.59,Individual,Full Season,Individual,0.87
1431,74.68,2023,31,29,1,0,2,0.0,None,Individual,None,1.0
1433,4152.93,2022,1,0,1,0,0,70.0,None,Individual,None,1.0
1433,4152.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
1436,50.84,2022,17,13,17,13,0,72.47,Individual,Full Season,Individual,0.8
1436,50.84,2023,18,14,1,1,1,0.0,None,Individual,None,1.0
1439,197.81,2022,1,0,1,0,0,55.0,None,Individual,None,1.0
1439,197.81,2023,1,0,0,0,1,0.0,None,None,None,1.0
1446,44.96,2022,1,0,1,0,0,35.0,None,Half Season,None,1.0
1446,44.96,2023,1,0,0,0,1,0.0,None,None,None,1.0
1448,42.31,2022,1,0,1,0,0,45.0,None,Individual,None,1.0
1448,42.31,2023,1,0,0,0,1,0.0,None,None,None,1.0
1455,23.26,2023,1,0,1,0,0,72.0,None,Individual,None,1.0
1457,33.3,2022,24,14,17,7,1,22.11,Individual,Full Season,Individual,0.56
1457,33.3,2023,25,14,1,0,2,0.0,None,Individual,None,1.0
1470,197.81,2022,13,13,0,0,1,0.0,None,None,None,0.9765
1470,197.81,2023,13,13,0,0,2,0.0,None,None,None,1.0
1474,29.35,2023,1,1,1,1,0,38.0,None,Individual,None,1.0
1481,19.18,2022,30,24,17,11,1,57.65,Individual,Full Season,Individual,0.81
1481,19.18,2023,31,25,1,1,2,0.0,None,Individual,None,1.0
1497,25.94,2022,1,0,1,0,0,28.0,None,Individual,None,0.9039
1497,25.94,2023,1,0,0,0,1,0.0,None,None,None,1.0
1529,14.62,2022,30,22,17,9,1,35.0,Full Season,Full Season,Full Season,0.68
1529,14.62,2023,48,29,18,7,2,41.47,None,Full Season,None,1.0
1535,45.26,2022,3,3,3,3,0,0.0,None,None,None,1.0
1535,45.26,2023,3,3,0,0,1,0.0,None,None,None,1.0
1545,23.14,2022,1,0,1,0,0,65.0,None,Individual,None,0.5875
1545,23.14,2023,1,0,0,0,1,0.0,None,None,None,1.0
1559,47.74,2022,1,0,1,0,0,28.0,None,Individual,None,1.0
1559,47.74,2023,1,0,0,0,1,0.0,None,None,None,1.0
1567,12.75,2022,1,0,1,0,0,65.0,None,Half Season,None,0.82
1567,12.75,2023,1,0,0,0,1,0.0,None,None,None,1.0
1568,38.86,2022,23,14,17,8,1,123.53,Individual,Full Season,Individual,0.81
1568,38.86,2023,24,15,1,1,2,0.0,None,Individual,None,1.0
1575,23.26,2023,1,0,1,0,0,69.0,None,None,None,0.99
1580,2.83,2022,1,1,1,1,0,0.0,None,Individual,None,1.0
1580,2.83,2023,1,1,0,0,1,0.0,None,None,None,1.0
1599,1727.55,2022,1,0,1,0,0,50.0,None,Individual,None,1.0
1599,1727.55,2023,1,0,0,0,1,0.0,None,None,None,1.0
1608,67.51,2023,1,0,1,0,0,69.0,None,Individual,None,1.0
1624,2.83,2023,2,1,2,1,0,45.0,None,Individual,None,1.0
1625,25.94,2022,30,24,17,11,1,40.0,Individual,Full Season,Individual,0.82
1625,25.94,2023,31,24,1,0,2,0.0,None,Individual,None,1.0
1634,20.13,2022,13,13,0,0,1,0.0,None,None,None,1.0
1634,20.13,2023,13,13,0,0,2,0.0,None,None,None,1.0
1635,13.37,2022,30,18,17,5,1,17.5,Individual,Full Season,Individual,0.77
1635,13.37,2023,31,18,1,0,2,0.0,None,Individual,None,1.0
1639,32.18,2022,1,0,1,0,0,0.0,Individual,Individual,None,0.5858
1639,32.18,2023,2,0,1,0,1,42.0,None,Individual,None,1.0
1643,54.54,2023,1,0,1,0,0,44.0,None,Individual,None,1.0
1650,63.09,2022,30,22,17,9,1,40.53,Individual,Full Season,Individual,0.88
1650,63.09,2023,31,22,1,0,2,0.0,None,Individual,None,1.0
1671,45.06,2022,1,1,1,1,0,30.0,None,Individual,None,1.0
1671,45.06,2023,1,1,0,0,1,0.0,None,None,None,1.0
1686,287.16,2022,1,0,1,0,0,45.0,None,Individual,None,0.87
1686,287.16,2023,1,0,0,0,1,0.0,None,None,None,1.0
1697,23.35,2023,1,1,1,1,0,69.0,None,Individual,None,0.99
1705,17.91,2022,30,25,17,12,1,42.78,Full Season,Full Season,Full Season,0.68
1705,17.91,2023,48,37,18,12,2,40.32,None,Full Season,None,1.0
1724,46.07,2022,1,1,1,1,0,52.0,None,Individual,None,1.0
1724,46.07,2023,1,1,0,0,1,0.0,None,None,None,1.0
1726,197.81,2023,1,1,1,1,0,40.0,None,Individual,None,1.0
1741,7.19,2022,29,24,17,12,1,20.72,Individual,Full Season,Individual,0.79
1741,7.19,2023,30,24,1,0,2,0.0,None,Individual,None,1.0
1743,26.68,2022,2,0,2,0,0,30.0,None,Half Season,None,0.95
1743,26.68,2023,2,0,0,0,1,0.0,None,None,None,1.0
1759,52.45,2022,1,0,1,0,0,80.0,None,Individual,None,1.0
1759,52.45,2023,1,0,0,0,1,0.0,None,None,None,1.0
1764,1.84,2023,1,0,1,0,0,72.0,None,Individual,None,1.0
1769,33.3,2022,1,0,1,0,0,30.0,None,Individual,None,0.9961
1769,33.3,2023,1,0,0,0,1,0.0,None,None,None,1.0
1770,62.69,2023,1,0,1,0,0,53.0,None,Individual,None,1.0
1780,22.58,2023,2,0,2,0,0,38.09,None,Individual,None,1.0
1784,1.84,2022,1,1,1,1,0,35.0,None,Individual,None,1.0
1784,1.84,2023,1,1,0,0,1,0.0,None,None,None,1.0
1785,76.98,2022,1,0,1,0,0,37.0,None,Individual,None,1.0
1785,76.98,2023,1,0,0,0,1,0.0,None,None,None,1.0
1790,6.89,2023,1,1,1,1,0,75.0,None,Individual,None,0.99
1791,65.22,2022,30,22,17,9,1,49.19,Individual,Full Season,Individual,0.69
1791,65.22,2023,31,23,1,1,2,0.0,None,Individual,None,1.0
1795,22.27,2022,30,29,17,16,1,28.82,Full Season,Full Season,Full Season,0.8
1795,22.27,2023,48,40,18,11,2,29.18,None,Full Season,None,1.0
1809,12.29,2022,2,0,2,0,0,29.33,None,Half Season,None,0.98
1809,12.29,2023,2,0,0,0,1,0.0,None,None,None,1.0
1816,5.68,2023,1,0,1,0,0,26.0,None,Individual,None,1.0
1828,7.19,2022,30,25,17,12,1,57.65,Individual,Full Season,Individual,0.75
1828,7.19,2023,31,26,1,1,2,0.0,None,Individual,None,1.0
1844,63.09,2022,13,13,0,0,1,0.0,None,None,None,1.0
1844,63.09,2023,13,13,0,0,2,0.0,None,None,None,1.0
1845,10.5,2022,30,19,17,6,1,45.86,Individual,Full Season,Individual,0.75
1845,10.5,2023,31,20,1,1,2,0.0,None,Individual,None,1.0
1847,32.18,2022,1,0,1,0,0,28.0,None,Individual,None,1.0
1847,32.18,2023,1,0,0,0,1,0.0,None,None,None,1.0
1852,197.81,2022,1,1,1,1,0,0.0,None,None,None,0.9702
1852,197.81,2023,1,1,0,0,1,0.0,None,None,None,1.0
1853,16.19,2022,24,17,17,10,1,35.0,None,Full Season,None,0.71
1853,16.19,2023,25,17,1,0,2,0.0,None,None,None,1.0
1857,16.2,2022,1,1,1,1,0,0.0,None,Individual,None,0.99
1857,16.2,2023,1,1,0,0,1,0.0,None,None,None,1.0
1868,29.59,2023,1,0,1,0,0,37.0,None,Individual,None,1.0
1872,197.81,2022,1,0,1,0,0,60.0,None,Individual,None,0.954
1872,197.81,2023,1,0,0,0,1,0.0,None,None,None,1.0
