dimCustomerMasterId,distance,seasonYear,events_prior,attended_prior,events_last,attended_last,tenure,atp_last,product_current,product_last,Label,Score
89943,38.86,2022,17,7,17,7,0,123.53,Individual,Full Season,Individual,0.77
89943,38.86,2023,18,8,1,1,1,0.0,None,Individual,None,1.0
89944,194.72,2023,1,0,1,0,0,23.0,None,Individual,None,1.0
89956,59.13,2022,1,0,1,0,0,30.0,None,Individual,None,1.0
89956,59.13,2023,1,0,0,0,1,0.0,None,None,None,1.0
89960,22.4,2022,1,0,1,0,0,58.0,None,Individual,None,1.0
89960,22.4,2023,1,0,0,0,1,0.0,None,None,None,1.0
89968,44.96,2023,2,1,2,1,0,33.5,None,Flex Plan,None,1.0
89974,194.72,2022,1,0,1,0,0,83.0,None,Individual,None,1.0
89974,194.72,2023,1,0,0,0,1,0.0,None,None,None,1.0
89976,194.72,2022,1,0,1,0,0,35.0,None,Individual,None,0.9698
89976,194.72,2023,1,0,0,0,1,0.0,None,None,None,1.0
90000,4074.12,2022,1,0,1,0,0,210.0,None,Individual,None,0.76
90000,4074.12,2023,1,0,0,0,1,0.0,None,None,None,1.0
90011,160.17,2022,2,0,2,0,0,35.0,None,Individual,None,1.0
90011,160.17,2023,2,0,0,0,1,0.0,None,None,None,1.0
90019,49.08,2022,13,13,0,0,1,0.0,None,None,None,1.0
90019,49.08,2023,13,13,0,0,2,0.0,None,None,None,1.0
90023,62.69,2023,1,1,1,1,0,58.0,None,Individual,None,1.0
90024,194.72,2023,1,0,1,0,0,64.0,None,Individual,None,1.0
90037,48.37,2022,1,1,1,1,0,28.0,None,Individual,None,1.0
90037,48.37,2023,1,1,0,0,1,0.0,None,None,None,1.0
90048,50.46,2022,13,13,0,0,1,0.0,None,None,None,1.0
90048,50.46,2023,13,13,0,0,2,0.0,None,None,None,1.0
90049,19.63,2022,1,0,1,0,0,28.0,None,Individual,None,1.0
90049,19.63,2023,1,0,0,0,1,0.0,None,None,None,1.0
90072,3746.13,2022,1,1,1,1,0,85.0,None,Individual,None,1.0
90072,3746.13,2023,1,1,0,0,1,0.0,None,None,None,1.0
90090,125.04,2022,30,24,17,11,1,37.06,Individual,Full Season,Individual,0.97
90090,125.04,2023,31,25,1,1,2,0.0,None,Individual,None,1.0
90098,910.64,2022,1,0,1,0,0,45.0,None,Individual,None,1.0
90098,910.64,2023,1,0,0,0,1,0.0,None,None,None,1.0
90100,1006.68,2023,1,1,1,1,0,25.0,None,Individual,None,1.0
90106,61.49,2023,1,0,1,0,0,72.0,None,Individual,None,1.0
90116,194.72,2022,1,0,1,0,0,38.0,None,Individual,None,1.0
90116,194.72,2023,1,0,0,0,1,0.0,None,None,None,1.0
90117,194.72,2022,1,0,1,0,0,83.0,None,Individual,None,1.0
90117,194.72,2023,1,0,0,0,1,0.0,None,None,None,1.0
90129,1.84,2022,1,0,1,0,0,36.0,None,Individual,None,1.0
90129,1.84,2023,1,0,0,0,1,0.0,None,None,None,1.0
90135,50.46,2022,1,0,1,0,0,35.0,None,Individual,None,1.0
